Dataset,Algorithm,ChainMaxLength,UseCacheTop1PctByLevel,UseTwoLevelSearch,TlsRatio,K,ef,Recall,TimePerQuery(us)
sift-128-euclidean,DeXOR,-1,0,1,0.1000,1,400,0.969100,32353.451200
sift-128-euclidean,DeXOR,-1,0,1,0.2000,1,10,0.776900,2317.769500
sift-128-euclidean,DeXOR,-1,0,1,0.2000,1,20,0.879300,3611.368600
sift-128-euclidean,DeXOR,-1,0,1,0.2000,1,30,0.920500,4810.389200
sift-128-euclidean,DeXOR,-1,0,1,0.2000,1,40,0.942200,5851.643300
sift-128-euclidean,DeXOR,-1,0,1,0.2000,1,50,0.955900,7150.333200
sift-128-euclidean,DeXOR,-1,0,1,0.2000,1,60,0.965300,8345.649400
sift-128-euclidean,DeXOR,-1,0,1,0.2000,1,80,0.972500,10570.310600
sift-128-euclidean,DeXOR,-1,0,1,0.2000,1,100,0.976500,12855.345000
sift-128-euclidean,DeXOR,-1,0,1,0.2000,1,120,0.980600,14714.713400
sift-128-euclidean,DeXOR,-1,0,1,0.2000,1,150,0.983000,17509.739800
sift-128-euclidean,DeXOR,-1,0,1,0.2000,1,200,0.985100,23216.660200
sift-128-euclidean,DeXOR,-1,0,1,0.2000,1,300,0.987500,33763.939700
sift-128-euclidean,DeXOR,-1,0,1,0.2000,1,400,0.986800,43716.907900
sift-128-euclidean,DeXOR,-1,0,1,0.3000,1,10,0.782400,3403.167700
sift-128-euclidean,DeXOR,-1,0,1,0.3000,1,20,0.888300,5291.949700
sift-128-euclidean,DeXOR,-1,0,1,0.3000,1,30,0.928000,6954.757100
sift-128-euclidean,DeXOR,-1,0,1,0.3000,1,40,0.948000,8804.272800
sift-128-euclidean,DeXOR,-1,0,1,0.3000,1,50,0.962500,10388.547100
sift-128-euclidean,DeXOR,-1,0,1,0.3000,1,60,0.970800,12190.420000
sift-128-euclidean,DeXOR,-1,0,1,0.3000,1,80,0.979300,15344.944500
sift-128-euclidean,DeXOR,-1,0,1,0.3000,1,100,0.983000,18468.115500
sift-128-euclidean,DeXOR,-1,0,1,0.3000,1,120,0.985800,21611.422500
sift-128-euclidean,DeXOR,-1,0,1,0.3000,1,150,0.986300,26120.518200
sift-128-euclidean,DeXOR,-1,0,1,0.3000,1,200,0.990100,33659.331900
sift-128-euclidean,DeXOR,-1,0,1,0.5000,1,10,0.784200,5824.997800
sift-128-euclidean,DeXOR,-1,0,1,0.5000,1,20,0.890500,9118.676700
sift-128-euclidean,DeXOR,-1,0,1,0.5000,1,30,0.930000,12119.845000
sift-128-euclidean,DeXOR,-1,0,1,0.5000,1,40,0.950500,15107.031200
sift-128-euclidean,DeXOR,-1,0,1,0.5000,1,50,0.963400,17650.705100
sift-128-euclidean,DeXOR,-1,0,1,0.5000,1,60,0.973000,20234.945100
sift-128-euclidean,DeXOR,-1,0,1,0.5000,1,80,0.980600,26526.606800
sift-128-euclidean,DeXOR,-1,0,1,0.5000,1,100,0.983800,32073.354800
sift-128-euclidean,DeXOR,-1,0,1,0.5000,1,120,0.987200,37255.207300
sift-128-euclidean,DeXOR,-1,0,1,0.5000,1,150,0.987500,44224.201600
sift-128-euclidean,DeXOR,-1,0,1,0.5000,1,200,0.991600,56615.968100
sift-128-euclidean,DeXOR,-1,1,0,0.0000,1,10,0.785500,10596.855600
sift-128-euclidean,DeXOR,-1,1,0,0.0000,1,20,0.891200,16865.856700
sift-128-euclidean,DeXOR,-1,1,0,0.0000,1,30,0.930700,22211.576000
sift-128-euclidean,DeXOR,-1,1,0,0.0000,1,40,0.950500,27909.775000
sift-128-euclidean,DeXOR,-1,1,0,0.0000,1,50,0.963200,33306.625300
sift-128-euclidean,DeXOR,-1,1,0,0.0000,1,60,0.971800,38061.822500
sift-128-euclidean,DeXOR,-1,1,0,0.0000,1,80,0.980400,48639.384000
sift-128-euclidean,DeXOR,-1,1,0,0.0000,1,100,0.984500,59643.087400
sift-128-euclidean,DeXOR,-1,1,0,0.0000,1,120,0.987400,69480.269700
sift-128-euclidean,DeXOR,-1,1,0,0.0000,1,150,0.988500,81941.818400
sift-128-euclidean,DeXOR,-1,1,0,0.0000,1,200,0.990300,102662.567900
sift-128-euclidean,DeXOR,-1,1,1,0.1000,1,10,0.741000,1163.421100
sift-128-euclidean,DeXOR,-1,1,1,0.1000,1,20,0.848900,1885.981300
sift-128-euclidean,DeXOR,-1,1,1,0.1000,1,30,0.894400,2570.733500
sift-128-euclidean,DeXOR,-1,1,1,0.1000,1,40,0.917100,3316.943400
sift-128-euclidean,DeXOR,-1,1,1,0.1000,1,50,0.931600,4058.915000
sift-128-euclidean,DeXOR,-1,1,1,0.1000,1,60,0.939500,4980.812400
sift-128-euclidean,DeXOR,-1,1,1,0.1000,1,80,0.949300,6499.075300
sift-128-euclidean,DeXOR,-1,1,1,0.1000,1,100,0.955500,7905.038500
sift-128-euclidean,DeXOR,-1,1,1,0.1000,1,120,0.960200,9589.727700
sift-128-euclidean,DeXOR,-1,1,1,0.1000,1,150,0.963000,11838.205600
sift-128-euclidean,DeXOR,-1,1,1,0.1000,1,200,0.965900,15131.072900
sift-128-euclidean,DeXOR,-1,1,1,0.1000,1,300,0.967000,23000.862100
sift-128-euclidean,DeXOR,-1,1,1,0.1000,1,400,0.969100,30952.860500
