Dataset,IndexType,Param,K,Recall,QPS,Latency(us),IndexSizeKB,VectorsPerKB,VQ
fashion-mnist-784-euclidean,HNSWALP0,ef=10,1,0.961500,3065.958267,326.162300,52297.156250,1.147290,3517.543002
fashion-mnist-784-euclidean,HNSWALP0.000000,ef=20,1,0.984700,2098.900176,476.440000,52297.156250,1.147290,2408.047007
fashion-mnist-784-euclidean,HNSWALP0.000000,ef=30,1,0.991800,1624.316670,615.643500,52297.156250,1.147290,1863.562136
fashion-mnist-784-euclidean,HNSWALP0.000000,ef=40,1,0.995000,1346.761987,742.521700,52297.156250,1.147290,1545.126447
fashion-mnist-784-euclidean,HNSWALP0.000000,ef=60,1,0.996900,1030.069691,970.808100,52297.156250,1.147290,1181.788570
fashion-mnist-784-euclidean,HNSWALP0.000000,ef=80,1,0.997700,849.885707,1176.628800,52297.156250,1.147290,975.065302
fashion-mnist-784-euclidean,HNSWALP0.000000,ef=100,1,0.998500,733.144011,1363.988500,52297.156250,1.147290,841.128731
fashion-mnist-784-euclidean,HNSWALP0.000000,ef=150,1,0.998600,527.911137,1894.258200,52297.156250,1.147290,605.667124
fashion-mnist-784-euclidean,HNSWALP0.000000,ef=200,1,0.999000,450.253698,2220.970100,52297.156250,1.147290,516.571527
fashion-mnist-784-euclidean,HNSWALP0.000000,ef=250,1,0.999100,393.849365,2539.041800,52297.156250,1.147290,451.859405
fashion-mnist-784-euclidean,HNSWALP0.000000,ef=10,10,0.932130,3115.551118,320.970500,52297.156250,1.147290,3574.440380
fashion-mnist-784-euclidean,HNSWALP0.000000,ef=20,10,0.979050,2103.014924,475.507800,52297.156250,1.147290,2412.767816
fashion-mnist-784-euclidean,HNSWALP0.000000,ef=30,10,0.990690,1627.675430,614.373100,52297.156250,1.147290,1867.415608
fashion-mnist-784-euclidean,HNSWALP0.000000,ef=40,10,0.994320,1349.257450,741.148400,52297.156250,1.147290,1547.989466
fashion-mnist-784-euclidean,HNSWALP0.000000,ef=60,10,0.997440,1031.297507,969.652300,52297.156250,1.147290,1183.197231
fashion-mnist-784-euclidean,HNSWALP0.000000,ef=80,10,0.998550,850.562468,1175.692600,52297.156250,1.147290,975.841743
fashion-mnist-784-euclidean,HNSWALP0.000000,ef=100,10,0.999010,732.932351,1364.382400,52297.156250,1.147290,840.885895
fashion-mnist-784-euclidean,HNSWALP0.100000,ef=10,1,0.951300,7099.519647,140.854600,52297.156250,1.147290,8145.207299
fashion-mnist-784-euclidean,HNSWALP0.100000,ef=20,1,0.977500,5338.244518,187.327500,52297.156250,1.147290,6124.514105
fashion-mnist-784-euclidean,HNSWALP0.100000,ef=30,1,0.984900,4260.676723,234.704500,52297.156250,1.147290,4888.231440
fashion-mnist-784-euclidean,HNSWALP0.100000,ef=40,1,0.987500,3553.398879,281.420700,52297.156250,1.147290,4076.778702
fashion-mnist-784-euclidean,HNSWALP0.100000,ef=60,1,0.989300,2678.700819,373.315300,52297.156250,1.147290,3073.246438
fashion-mnist-784-euclidean,HNSWALP0.100000,ef=80,1,0.990600,2159.351037,463.102100,52297.156250,1.147290,2477.401670
fashion-mnist-784-euclidean,HNSWALP0.100000,ef=100,1,0.991300,1815.958425,550.673400,52297.156250,1.147290,2083.430789
fashion-mnist-784-euclidean,HNSWALP0.100000,ef=150,1,0.992200,1301.657413,768.251300,52297.156250,1.147290,1493.378424
fashion-mnist-784-euclidean,HNSWALP0.100000,ef=200,1,0.992200,1027.076404,973.637400,52297.156250,1.147290,1178.354402
fashion-mnist-784-euclidean,HNSWALP0.100000,ef=250,1,0.992800,850.837254,1175.312900,52297.156250,1.147290,976.157001
fashion-mnist-784-euclidean,HNSWALP0.100000,ef=300,1,0.992900,726.931519,1375.645400,52297.156250,1.147290,834.001201
fashion-mnist-784-euclidean,HNSWALP0.100000,ef=350,1,0.993100,638.603777,1565.916200,52297.156250,1.147290,732.663674
fashion-mnist-784-euclidean,HNSWALP0.100000,ef=400,1,0.993100,569.867428,1754.794100,52297.156250,1.147290,653.803153
fashion-mnist-784-euclidean,HNSWALP0.100000,ef=500,1,0.993200,471.156927,2122.435100,52297.156250,1.147290,540.553591
fashion-mnist-784-euclidean,HNSWALP0.100000,ef=10,10,0.752920,7087.830266,141.086900,52297.156250,1.147290,8131.796191
fashion-mnist-784-euclidean,HNSWALP0.100000,ef=20,10,0.802290,5303.042355,188.571000,52297.156250,1.147290,6084.127018
fashion-mnist-784-euclidean,HNSWALP0.100000,ef=30,10,0.815180,4233.963756,236.185300,52297.156250,1.147290,4857.583922
fashion-mnist-784-euclidean,HNSWALP0.100000,ef=40,10,0.820210,3531.972653,283.127900,52297.156250,1.147290,4052.196608
fashion-mnist-784-euclidean,HNSWALP0.100000,ef=60,10,0.824080,2663.176840,375.491400,52297.156250,1.147290,3055.435933
fashion-mnist-784-euclidean,HNSWALP0.100000,ef=80,10,0.825930,2146.243302,465.930400,52297.156250,1.147290,2462.363297
fashion-mnist-784-euclidean,HNSWALP0.100000,ef=100,10,0.826770,1804.766822,554.088200,52297.156250,1.147290,2070.590776
fashion-mnist-784-euclidean,HNSWALP0.100000,ef=150,10,0.827850,1301.908389,768.103200,52297.156250,1.147290,1493.666367
fashion-mnist-784-euclidean,HNSWALP0.100000,ef=200,10,0.828310,1023.768736,976.783100,52297.156250,1.147290,1174.559548
fashion-mnist-784-euclidean,HNSWALP0.100000,ef=250,10,0.828540,851.659121,1174.178700,52297.156250,1.147290,977.099922
fashion-mnist-784-euclidean,HNSWALP0.100000,ef=300,10,0.828700,728.491454,1372.699700,52297.156250,1.147290,835.790899
fashion-mnist-784-euclidean,HNSWALP0.100000,ef=350,10,0.828820,639.280773,1564.257900,52297.156250,1.147290,733.440385
fashion-mnist-784-euclidean,HNSWALP0.100000,ef=400,10,0.828870,570.904416,1751.606700,52297.156250,1.147290,654.992879
fashion-mnist-784-euclidean,HNSWALP0.100000,ef=500,10,0.828970,471.915061,2119.025400,52297.156250,1.147290,541.423390
fashion-mnist-784-euclidean,HNSWALP0.200000,ef=10,1,0.959600,6262.944724,159.669300,52297.156250,1.147290,7185.413326
fashion-mnist-784-euclidean,HNSWALP0.200000,ef=20,1,0.984000,4714.539357,212.109800,52297.156250,1.147290,5408.943462
fashion-mnist-784-euclidean,HNSWALP0.200000,ef=30,1,0.990200,3768.158757,265.381600,52297.156250,1.147290,4323.170544
fashion-mnist-784-euclidean,HNSWALP0.200000,ef=40,1,0.993000,3192.591145,313.225200,52297.156250,1.147290,3662.827627
fashion-mnist-784-euclidean,HNSWALP0.200000,ef=60,1,0.994800,2434.278734,410.799300,52297.156250,1.147290,2792.823444
fashion-mnist-784-euclidean,HNSWALP0.200000,ef=80,1,0.995800,1985.441945,503.666200,52297.156250,1.147290,2277.877523
fashion-mnist-784-euclidean,HNSWALP0.200000,ef=100,1,0.996600,1683.191398,594.109500,52297.156250,1.147290,1931.108518
fashion-mnist-784-euclidean,HNSWALP0.200000,ef=150,1,0.996900,1217.645040,821.257400,52297.156250,1.147290,1396.991876
fashion-mnist-784-euclidean,HNSWALP0.200000,ef=200,1,0.997100,964.657831,1036.637000,52297.156250,1.147290,1106.742202
fashion-mnist-784-euclidean,HNSWALP0.200000,ef=250,1,0.997400,805.997070,1240.699300,52297.156250,1.147290,924.712310
fashion-mnist-784-euclidean,HNSWALP0.200000,ef=300,1,0.997700,692.899567,1443.210600,52297.156250,1.147290,794.956686
fashion-mnist-784-euclidean,HNSWALP0.200000,ef=350,1,0.997700,610.437033,1638.170600,52297.156250,1.147290,700.348252
fashion-mnist-784-euclidean,HNSWALP0.200000,ef=400,1,0.997900,545.796055,1832.186200,52297.156250,1.147290,626.186310
fashion-mnist-784-euclidean,HNSWALP0.200000,ef=500,1,0.998000,452.259345,2211.120700,52297.156250,1.147290,518.872586
fashion-mnist-784-euclidean,HNSWALP0.200000,ef=10,10,0.853170,6123.267498,163.311500,52297.156250,1.147290,7025.163053
fashion-mnist-784-euclidean,HNSWALP0.200000,ef=20,10,0.900480,4628.586055,216.048700,52297.156250,1.147290,5310.330106
fashion-mnist-784-euclidean,HNSWALP0.200000,ef=30,10,0.912070,3728.993183,268.168900,52297.156250,1.147290,4278.236276
fashion-mnist-784-euclidean,HNSWALP0.200000,ef=40,10,0.916990,3147.374885,317.725100,52297.156250,1.147290,3610.951467
fashion-mnist-784-euclidean,HNSWALP0.200000,ef=60,10,0.920340,2405.409092,415.729700,52297.156250,1.147290,2759.701595
fashion-mnist-784-euclidean,HNSWALP0.200000,ef=80,10,0.921510,1960.309996,510.123400,52297.156250,1.147290,2249.043890
fashion-mnist-784-euclidean,HNSWALP0.200000,ef=100,10,0.922150,1661.768880,601.768400,52297.156250,1.147290,1906.530679
fashion-mnist-784-euclidean,HNSWALP0.200000,ef=150,10,0.922830,1212.296518,824.880700,52297.156250,1.147290,1390.855570
fashion-mnist-784-euclidean,HNSWALP0.200000,ef=200,10,0.923060,964.246046,1037.079700,52297.156250,1.147290,1106.269765
fashion-mnist-784-euclidean,HNSWALP0.200000,ef=250,10,0.923210,805.151812,1242.001800,52297.156250,1.147290,923.742555
fashion-mnist-784-euclidean,HNSWALP0.200000,ef=300,10,0.923380,693.388664,1442.192600,52297.156250,1.147290,795.517822
fashion-mnist-784-euclidean,HNSWALP0.200000,ef=350,10,0.923440,610.074192,1639.144900,52297.156250,1.147290,699.931968
fashion-mnist-784-euclidean,HNSWALP0.200000,ef=400,10,0.923480,546.505665,1829.807200,52297.156250,1.147290,627.000438
fashion-mnist-784-euclidean,HNSWALP0.200000,ef=500,10,0.923510,453.420765,2205.457000,52297.156250,1.147290,520.205071
fashion-mnist-784-euclidean,HNSWALP0.300000,ef=10,1,0.960800,5226.585550,191.329500,52297.156250,1.147290,5996.408897
fashion-mnist-784-euclidean,HNSWALP0.300000,ef=20,1,0.984000,3906.965768,255.953100,52297.156250,1.147290,4482.422428
fashion-mnist-784-euclidean,HNSWALP0.300000,ef=30,1,0.991600,3162.855426,316.170000,52297.156250,1.147290,3628.712136
fashion-mnist-784-euclidean,HNSWALP0.300000,ef=40,1,0.994900,2687.198295,372.134800,52297.156250,1.147290,3082.995506
fashion-mnist-784-euclidean,HNSWALP0.300000,ef=60,1,0.996600,2077.133091,481.432800,52297.156250,1.147290,2383.073850
fashion-mnist-784-euclidean,HNSWALP0.300000,ef=80,1,0.997700,1705.453221,586.354400,52297.156250,1.147290,1956.649282
fashion-mnist-784-euclidean,HNSWALP0.300000,ef=100,1,0.997900,1460.078035,684.894900,52297.156250,1.147290,1675.132806
fashion-mnist-784-euclidean,HNSWALP0.300000,ef=150,1,0.998600,1070.794049,933.886400,52297.156250,1.147290,1228.511215
fashion-mnist-784-euclidean,HNSWALP0.300000,ef=200,1,0.998900,850.877433,1175.257400,52297.156250,1.147290,976.203099
fashion-mnist-784-euclidean,HNSWALP0.300000,ef=250,1,0.998900,715.893663,1396.855500,52297.156250,1.147290,821.337580
fashion-mnist-784-euclidean,HNSWALP0.300000,ef=300,1,0.999000,623.307797,1604.343800,52297.156250,1.147290,715.114750
fashion-mnist-784-euclidean,HNSWALP0.300000,ef=350,1,0.999100,556.019307,1798.498700,52297.156250,1.147290,637.915343
fashion-mnist-784-euclidean,HNSWALP0.300000,ef=10,10,0.906200,5083.256110,196.724300,52297.156250,1.147290,5831.968476
fashion-mnist-784-euclidean,HNSWALP0.300000,ef=20,10,0.953030,3820.778002,261.726800,52297.156250,1.147290,4383.540073
fashion-mnist-784-euclidean,HNSWALP0.300000,ef=30,10,0.964760,3081.828399,324.482700,52297.156250,1.147290,3535.750646
fashion-mnist-784-euclidean,HNSWALP0.300000,ef=40,10,0.968830,2594.714877,385.398800,52297.156250,1.147290,2976.890213
fashion-mnist-784-euclidean,HNSWALP0.300000,ef=60,10,0.971920,2008.074064,497.989600,52297.156250,1.147290,2303.843124
fashion-mnist-784-euclidean,HNSWALP0.300000,ef=80,10,0.973090,1672.908567,597.761300,52297.156250,1.147290,1919.311130
fashion-mnist-784-euclidean,HNSWALP0.300000,ef=100,10,0.973500,1437.713231,695.549000,52297.156250,1.147290,1649.473892
fashion-mnist-784-euclidean,HNSWALP0.300000,ef=150,10,0.974050,1064.196029,939.676500,52297.156250,1.147290,1220.941373
fashion-mnist-784-euclidean,HNSWALP0.300000,ef=200,10,0.974280,853.451751,1171.712400,52297.156250,1.147290,979.156588
fashion-mnist-784-euclidean,HNSWALP0.300000,ef=250,10,0.974340,720.382725,1388.151000,52297.156250,1.147290,826.487836
fashion-mnist-784-euclidean,HNSWALP0.300000,ef=300,10,0.974390,622.840612,1605.547200,52297.156250,1.147290,714.578753
fashion-mnist-784-euclidean,HNSWALP0.300000,ef=350,10,0.974490,552.319149,1810.547400,52297.156250,1.147290,633.670191
fashion-mnist-784-euclidean,HNSWALP0.300000,ef=400,10,0.974520,496.667362,2013.420000,52297.156250,1.147290,569.821456
fashion-mnist-784-euclidean,HNSWALP0.300000,ef=500,10,0.974580,414.827787,2410.638900,52297.156250,1.147290,475.927737
fashion-mnist-784-euclidean,HNSWALP0.500000,ef=10,1,0.961400,3529.874386,283.296200,52297.156250,1.147290,4049.789288
fashion-mnist-784-euclidean,HNSWALP0.500000,ef=20,1,0.984700,2607.822372,383.461700,52297.156250,1.147290,2991.928310
fashion-mnist-784-euclidean,HNSWALP0.500000,ef=30,1,0.991800,2109.694404,474.002300,52297.156250,1.147290,2420.431116
fashion-mnist-784-euclidean,HNSWALP0.500000,ef=40,1,0.995000,1800.729151,555.330600,52297.156250,1.147290,2065.958397
fashion-mnist-784-euclidean,HNSWALP0.500000,ef=60,1,0.996900,1419.503639,704.471600,52297.156250,1.147290,1628.582211
fashion-mnist-784-euclidean,HNSWALP0.500000,ef=80,1,0.997900,1185.979211,843.185100,52297.156250,1.147290,1360.661990
fashion-mnist-784-euclidean,HNSWALP0.500000,ef=100,1,0.998500,1026.410149,974.269400,52297.156250,1.147290,1177.590014
fashion-mnist-784-euclidean,HNSWALP0.500000,ef=150,1,0.998700,764.684602,1307.728700,52297.156250,1.147290,877.314932
fashion-mnist-784-euclidean,HNSWALP0.500000,ef=200,1,0.998900,632.661531,1580.624000,52297.156250,1.147290,725.846195
fashion-mnist-784-euclidean,HNSWALP0.500000,ef=250,1,0.999200,541.509081,1846.691100,52297.156250,1.147290,621.267908
fashion-mnist-784-euclidean,HNSWALP0.500000,ef=10,10,0.929690,3449.437966,289.902300,52297.156250,1.147290,3957.505394
fashion-mnist-784-euclidean,HNSWALP0.500000,ef=20,10,0.976850,2523.917271,396.209500,52297.156250,1.147290,2895.664834
fashion-mnist-784-euclidean,HNSWALP0.500000,ef=30,10,0.988370,2033.934985,491.657800,52297.156250,1.147290,2333.513098
fashion-mnist-784-euclidean,HNSWALP0.500000,ef=40,10,0.992010,1711.567354,584.259800,52297.156250,1.147290,1963.663966
fashion-mnist-784-euclidean,HNSWALP0.500000,ef=60,10,0.995080,1361.265596,734.610500,52297.156250,1.147290,1561.766291
fashion-mnist-784-euclidean,HNSWALP0.500000,ef=80,10,0.996220,1138.372476,878.447100,52297.156250,1.147290,1306.043262
fashion-mnist-784-euclidean,HNSWALP0.500000,ef=100,10,0.996660,982.443151,1017.870600,52297.156250,1.147290,1127.147121
fashion-mnist-784-euclidean,HNSWALP0.500000,ef=150,10,0.997040,757.484286,1320.159400,52297.156250,1.147290,869.054082
fashion-mnist-784-euclidean,HNSWALP0.500000,ef=200,10,0.997210,624.998789,1600.003100,52297.156250,1.147290,717.054808
fashion-mnist-784-euclidean,HNSWALP0.500000,ef=250,10,0.997330,528.460309,1892.289700,52297.156250,1.147290,606.297184
fashion-mnist-784-euclidean,HNSWALP0.500000,ef=300,10,0.997360,469.181618,2131.370800,52297.156250,1.147290,538.287339
fashion-mnist-784-euclidean,HNSWALP0.500000,ef=350,10,0.997400,419.181863,2385.599400,52297.156250,1.147290,480.923124
fashion-mnist-784-euclidean,HNSWALP0.500000,ef=400,10,0.997440,380.988709,2624.749700,52297.156250,1.147290,437.104504
fashion-mnist-784-euclidean,HNSWALP0.500000,ef=500,10,0.997530,324.766576,3079.134600,52297.156250,1.147290,372.601417
fashion-mnist-784-euclidean,HNSW,ef=10,1,0.958200,17771.490619,56.269900,192444.453125,0.311778,5540.764724
fashion-mnist-784-euclidean,HNSW,ef=20,1,0.984100,11809.108129,84.680400,192444.453125,0.311778,3681.823385
fashion-mnist-784-euclidean,HNSW,ef=30,1,0.992100,9066.240674,110.299300,192444.453125,0.311778,2826.656896
fashion-mnist-784-euclidean,HNSW,ef=40,1,0.995300,7454.620001,134.145000,192444.453125,0.311778,2324.188579
fashion-mnist-784-euclidean,HNSW,ef=60,1,0.997000,5642.805874,177.216800,192444.453125,0.311778,1759.304292
fashion-mnist-784-euclidean,HNSW,ef=80,1,0.997600,4609.637461,216.936800,192444.453125,0.311778,1437.184825
fashion-mnist-784-euclidean,HNSW,ef=100,1,0.998300,3942.155957,253.668300,192444.453125,0.311778,1229.078592
fashion-mnist-784-euclidean,HNSW,ef=150,1,0.998700,2957.759935,338.093700,192444.453125,0.311778,922.165296
fashion-mnist-784-euclidean,HNSW,ef=200,1,0.998900,2406.852405,415.480400,192444.453125,0.311778,750.404296
fashion-mnist-784-euclidean,HNSW,ef=250,1,0.999100,2051.546333,487.437200,192444.453125,0.311778,639.627581
fashion-mnist-784-euclidean,HNSW,ef=10,10,0.931000,17689.597102,56.530400,192444.453125,0.311778,5515.232104
fashion-mnist-784-euclidean,HNSW,ef=20,10,0.979050,11767.862438,84.977200,192444.453125,0.311778,3668.963874
fashion-mnist-784-euclidean,HNSW,ef=30,10,0.990650,9039.907576,110.620600,192444.453125,0.311778,2818.446808
fashion-mnist-784-euclidean,HNSW,ef=40,10,0.994800,7433.225477,134.531100,192444.453125,0.311778,2317.518231
fashion-mnist-784-euclidean,HNSW,ef=60,10,0.997480,5630.912810,177.591100,192444.453125,0.311778,1755.596294
fashion-mnist-784-euclidean,HNSW,ef=80,10,0.998470,4600.861465,217.350600,192444.453125,0.311778,1434.448660
fashion-mnist-784-euclidean,HNSW,ef=100,10,0.998760,3935.636599,254.088500,192444.453125,0.311778,1227.045997
fashion-mnist-784-euclidean,HNSW,ef=150,10,0.999390,2953.660028,338.563000,192444.453125,0.311778,920.887034
fashion-mnist-784-euclidean,FaissHNSW,ef=10,1,0.961400,20782.891524,48.116500,192204.369141,0.312168,6487.747896
fashion-mnist-784-euclidean,FaissHNSW,ef=20,1,0.985500,13860.455704,72.147700,192204.369141,0.312168,4326.786878
fashion-mnist-784-euclidean,FaissHNSW,ef=30,1,0.992000,10582.738495,94.493500,192204.369141,0.312168,3303.589365
fashion-mnist-784-euclidean,FaissHNSW,ef=40,1,0.994100,8686.105012,115.126400,192204.369141,0.312168,2711.521611
fashion-mnist-784-euclidean,FaissHNSW,ef=60,1,0.997000,6516.937847,153.446300,192204.369141,0.312168,2034.377640
fashion-mnist-784-euclidean,FaissHNSW,ef=80,1,0.997700,5325.383601,187.779900,192204.369141,0.312168,1662.412865
fashion-mnist-784-euclidean,FaissHNSW,ef=100,1,0.998200,4528.975251,220.800500,192204.369141,0.312168,1413.799886
fashion-mnist-784-euclidean,FaissHNSW,ef=150,1,0.998700,3380.038708,295.854600,192204.369141,0.312168,1055.138983
fashion-mnist-784-euclidean,FaissHNSW,ef=200,1,0.999100,2744.110590,364.416800,192204.369141,0.312168,856.622751
fashion-mnist-784-euclidean,FaissHNSW,ef=10,10,0.934660,20468.063680,48.856600,192204.369141,0.312168,6389.468805
fashion-mnist-784-euclidean,FaissHNSW,ef=20,10,0.980350,13691.071915,73.040300,192204.369141,0.312168,4273.910726
fashion-mnist-784-euclidean,FaissHNSW,ef=30,10,0.991030,10471.291906,95.499200,192204.369141,0.312168,3268.799337
fashion-mnist-784-euclidean,FaissHNSW,ef=40,10,0.994770,8607.763169,116.174200,192204.369141,0.312168,2687.065817
fashion-mnist-784-euclidean,FaissHNSW,ef=60,10,0.997710,6469.384930,154.574200,192204.369141,0.312168,2019.533154
fashion-mnist-784-euclidean,FaissHNSW,ef=80,10,0.998510,5291.971286,188.965500,192204.369141,0.312168,1651.982619
fashion-mnist-784-euclidean,FaissHNSW,ef=100,10,0.998900,4509.361208,221.760900,192204.369141,0.312168,1407.677014
fashion-mnist-784-euclidean,FaissHNSW,ef=150,10,0.999350,3372.881493,296.482400,192204.369141,0.312168,1052.904731
fashion-mnist-784-euclidean,IVF,nprobe=1,1,0.582700,33989.904998,29.420500,187362.885742,0.320234,10884.729341
fashion-mnist-784-euclidean,IVF,nprobe=2,1,0.772400,23151.149223,43.194400,187362.885742,0.320234,7413.789278
fashion-mnist-784-euclidean,IVF,nprobe=4,1,0.910700,13622.604806,73.407400,187362.885742,0.320234,4362.423674
fashion-mnist-784-euclidean,IVF,nprobe=6,1,0.955300,9607.523075,104.085100,187362.885742,0.320234,3076.657270
fashion-mnist-784-euclidean,IVF,nprobe=8,1,0.973200,7464.095833,133.974700,187362.885742,0.320234,2390.258605
fashion-mnist-784-euclidean,IVF,nprobe=10,1,0.984000,6106.094615,163.770800,187362.885742,0.320234,1955.380200
fashion-mnist-784-euclidean,IVF,nprobe=15,1,0.993900,4216.544879,237.161000,187362.885742,0.320234,1350.281790
fashion-mnist-784-euclidean,IVF,nprobe=20,1,0.997200,3226.192554,309.962900,187362.885742,0.320234,1033.137126
fashion-mnist-784-euclidean,IVF,nprobe=25,1,0.998800,2621.354286,381.482200,187362.885742,0.320234,839.447239
fashion-mnist-784-euclidean,IVF,nprobe=30,1,0.999300,2210.805133,452.323900,187362.885742,0.320234,707.975368
fashion-mnist-784-euclidean,IVF,nprobe=1,10,0.479020,35431.968848,28.223100,187362.885742,0.320234,11346.527475
fashion-mnist-784-euclidean,IVF,nprobe=2,10,0.681750,22670.185079,44.110800,187362.885742,0.320234,7259.768120
fashion-mnist-784-euclidean,IVF,nprobe=4,10,0.852770,13388.009966,74.693700,187362.885742,0.320234,4287.298388
fashion-mnist-784-euclidean,IVF,nprobe=6,10,0.920230,9529.400105,104.938400,187362.885742,0.320234,3051.639625
fashion-mnist-784-euclidean,IVF,nprobe=8,10,0.952120,7410.552775,134.942700,187362.885742,0.320234,2373.112288
fashion-mnist-784-euclidean,IVF,nprobe=10,10,0.969200,6073.895007,164.639000,187362.885742,0.320234,1945.068784
fashion-mnist-784-euclidean,IVF,nprobe=15,10,0.987320,4202.123837,237.974900,187362.885742,0.320234,1345.663680
fashion-mnist-784-euclidean,IVF,nprobe=20,10,0.993800,3089.941714,323.630700,187362.885742,0.320234,989.504950
fashion-mnist-784-euclidean,IVF,nprobe=25,10,0.996670,2615.023098,382.405800,187362.885742,0.320234,837.419777
fashion-mnist-784-euclidean,IVF,nprobe=30,10,0.998170,2208.883023,452.717500,187362.885742,0.320234,707.359843
fashion-mnist-784-euclidean,IVF,nprobe=40,10,0.999210,1689.829155,591.775800,187362.885742,0.320234,541.141053
fashion-mnist-784-euclidean,NSG,1,1,0.421200,38257.156958,26.138900,186488.535156,0.321736,12308.689194
fashion-mnist-784-euclidean,NSG,2,1,0.678900,27040.620420,36.981400,186488.535156,0.321736,8699.930126
fashion-mnist-784-euclidean,NSG,4,1,0.864400,21079.657919,47.439100,186488.535156,0.321736,6782.076304
fashion-mnist-784-euclidean,NSG,6,1,0.920800,18453.691384,54.189700,186488.535156,0.321736,5937.209395
fashion-mnist-784-euclidean,NSG,8,1,0.943600,16917.868822,59.109100,186488.535156,0.321736,5443.080608
fashion-mnist-784-euclidean,NSG,10,1,0.959900,15467.210288,64.652900,186488.535156,0.321736,4976.352120
fashion-mnist-784-euclidean,NSG,15,1,0.977300,12820.808685,77.998200,186488.535156,0.321736,4124.910523
fashion-mnist-784-euclidean,NSG,20,1,0.983800,11002.540487,90.888100,186488.535156,0.321736,3539.908921
fashion-mnist-784-euclidean,NSG,25,1,0.987700,9849.577256,101.527200,186488.535156,0.321736,3168.959609
fashion-mnist-784-euclidean,NSG,30,1,0.991300,8821.998536,113.353000,186488.535156,0.321736,2838.350956
fashion-mnist-784-euclidean,NSG,40,1,0.994500,7657.524858,130.590500,186488.535156,0.321736,2463.698324
fashion-mnist-784-euclidean,NSG,50,1,0.995600,6768.450627,147.744300,186488.535156,0.321736,2177.651496
fashion-mnist-784-euclidean,NSG,60,1,0.997400,6029.541134,165.850100,186488.535156,0.321736,1939.918010
fashion-mnist-784-euclidean,NSG,80,1,0.997800,4922.977555,203.129100,186488.535156,0.321736,1583.897117
fashion-mnist-784-euclidean,NSG,100,1,0.998700,4211.189467,237.462600,186488.535156,0.321736,1354.889553
fashion-mnist-784-euclidean,NSG,10,10,0.935050,15437.887973,64.775700,186488.535156,0.321736,4966.918088
fashion-mnist-784-euclidean,NSG,15,10,0.968280,12806.163350,78.087400,186488.535156,0.321736,4120.198598
fashion-mnist-784-euclidean,NSG,20,10,0.981440,10993.118308,90.966000,186488.535156,0.321736,3536.877470
fashion-mnist-784-euclidean,NSG,25,10,0.987340,9843.130037,101.593700,186488.535156,0.321736,3166.885309
fashion-mnist-784-euclidean,NSG,30,10,0.990940,8810.549399,113.500300,186488.535156,0.321736,2834.667362
fashion-mnist-784-euclidean,NSG,40,10,0.994920,7653.633295,130.656900,186488.535156,0.321736,2462.446269
fashion-mnist-784-euclidean,NSG,50,10,0.996230,6757.491862,147.983900,186488.535156,0.321736,2174.125672
fashion-mnist-784-euclidean,NSG,60,10,0.997340,6026.539675,165.932700,186488.535156,0.321736,1938.952334
fashion-mnist-784-euclidean,NSG,80,10,0.998180,4923.767766,203.096500,186488.535156,0.321736,1584.151356
fashion-mnist-784-euclidean,NSG,100,10,0.998890,4216.866708,237.142900,186488.535156,0.321736,1356.716123
fashion-mnist-784-euclidean,HNSWPQ_2,ef=10,1,0.915900,2363.614146,423.080900,32207.159180,1.862940,4403.270961
fashion-mnist-784-euclidean,HNSWPQ_2,ef=20,1,0.937800,2121.093211,471.455000,32207.159180,1.862940,3951.469050
fashion-mnist-784-euclidean,HNSWPQ_2,ef=30,1,0.943400,1938.082151,515.974000,32207.159180,1.862940,3610.530455
fashion-mnist-784-euclidean,HNSWPQ_2,ef=40,1,0.946000,1796.530038,556.628600,32207.159180,1.862940,3346.827384
fashion-mnist-784-euclidean,HNSWPQ_2,ef=60,1,0.947600,1587.235327,630.026300,32207.159180,1.862940,2956.923927
fashion-mnist-784-euclidean,HNSWPQ_2,ef=80,1,0.947800,1435.603837,696.571000,32207.159180,1.862940,2674.443583
fashion-mnist-784-euclidean,HNSWPQ_2,ef=100,1,0.948300,1321.621302,756.646400,32207.159180,1.862940,2462.100977
fashion-mnist-784-euclidean,HNSWPQ_2,ef=150,1,0.948900,1118.247768,894.256200,32207.159180,1.862940,2083.228320
fashion-mnist-784-euclidean,HNSWPQ_2,ef=200,1,0.949200,982.997196,1017.296900,32207.159180,1.862940,1831.264640
fashion-mnist-784-euclidean,HNSWPQ_2,ef=250,1,0.949300,883.269567,1132.157200,32207.159180,1.862940,1645.478067
fashion-mnist-784-euclidean,HNSWPQ_2,ef=300,1,0.949400,807.256135,1238.764200,32207.159180,1.862940,1503.869615
fashion-mnist-784-euclidean,HNSWPQ_2,ef=350,1,0.949400,745.411823,1341.540300,32207.159180,1.862940,1388.657382
fashion-mnist-784-euclidean,HNSWPQ_2,ef=400,1,0.949500,694.367341,1440.159900,32207.159180,1.862940,1293.564583
fashion-mnist-784-euclidean,HNSWPQ_2,ef=500,1,0.949600,612.748815,1631.990100,32207.159180,1.862940,1141.514180
fashion-mnist-784-euclidean,HNSWPQ_2,ef=10,10,0.913090,2365.317631,422.776200,32207.159180,1.862940,4406.444452
fashion-mnist-784-euclidean,HNSWPQ_2,ef=20,10,0.950070,2116.860433,472.397700,32207.159180,1.862940,3943.583639
